href,title,reviewNum,tag,brand,company,howToUse,ingredients,image,volume,price,totalScore,satisfactionScore,priceScore,rebuyScore,commenter,commentDate,commentContent,commentGood,commentBad
,,,,,,,,,,,100%,,,,cute*******,  한 달 전    , 배송도 빠르게 왔고 사용한지 며칠 안되서 탈모케어에 효과있는지는 아직 모르지만 꾸준히 써보려구요! 쿨이랑 고민하다가 샀는데 좋은거같아여 사은품으로 같이 준 쿨도 써보고 더 만족하는걸로 나중에 구매해야 겠어요 ㅎㅎ 두개다 써볼수있는 기회가 되서 넘 좋아여!!      ,,
,,,,,,,,,,,100%,,,,kang******,  한 달 전    , 배송빠르고 만족합니다      ,,
,,,,,,,,,,,100%,,,,msg0***,  한 달 전    , 가려움이없이져서너무조아오      ,,
,,,,,,,,,,,100%,,,,sky8****,  한 달 전    , 한달 사용해본 결과 두피에순하고 세정력이 좋았어요 ,,
,,,,,,,,,,,100%,,,,sky8****,  한 달 전    , 한달 사용해본 결과 두피에순하고 세정력이 좋았어요 ,,
,,,,,,,,,,,100%,,,,0104*******,  한 달 전    , 제품이 좋네요 또구매의사 있어요      ,,
,,,,,,,,,,,100%,,,,jsrj******,  한 달 전    , 개운하고 깨끗한느낌 풍부한거품 머리도 덜 빠져요      ,,
,,,,,,,,,,,100%,,,,ybh1*****,  한 달 전    , 샴푸한뒤 바로 씻어내지말고 1~2분정도 있으면 엄청 시원합니다.      ,,
,,,,,,,,,,,100%,,,,hu****,  한 달 전    , 잘 받았습니다~~~~~~~~~~~~!!!! ,,
,,,,,,,,,,,100%,,,,yb2a****,  한 달 전    , 샴푸후 시원 합니다 ,,
,,,,,,,,,,,100%,,,,7654****,  한 달 전    , 머리가 시원해져요!!      ,,
,,,,,,,,,,,100%,,,,dmsw*****,  한 달 전    , 개운하고 사용감이 좋아요~      ,,
,,,,,,,,,,,100%,,,,to****,  한 달 전    , 세정력이 엄청 좋네요 일단 써봐야겟지만 좋을거같습니다 ,,
,,,,,,,,,,,100%,,,,mins*******,  한 달 전    , 2번째 사용입니다 좋아요 ,,
,,,,,,,,,,,60%,,,,nymp****,  한 달 전    , 배송: 칼배송입니다. 빨리 와서 깜짝 놀랐어요.세정력: 총 2회 사용해보았는데 뽀드득 두피와 머리가 씻긴 기분입니다.향기: 강하지 않고 잔향이 없으나 깔끔한 냄새가나는 제품입니다.탈모 기능: 2회 사용으로는 확인이 어려워 한달 정도 사용 후 효과를 봐야 할 것 같습니다. 아직은 기존 샴푸와 비슷하게 빠져요.쿨링감: 두피를 시원하게 해준다고 하나 찬물에 씻지 않아서 그런지 쿨한 느낌은 없었습니다. 효과를 보기 위해서 두피를 마사지 하고 시간을 좀 두고 행궈야 할 것 같습니다. 탄산 샴푸 사용이 처음인데 탈모 예방 효과를 기대하며 더 사용해보겠습니다!!         ,,
https://daedamo.com/ingre/27320?sca=탈모관련상품&overlaps=5,"
            블랙포레 두피 쿨&딥클린 탄산쿨링        ",962.0,탈모샴푸,블랙포레,애경산업,"미온수로 모발 및 두피를 충분히 적시고 제품의 적당량을 취하여 두피 및 모발에 가볍게 마사지하듯이 사용한 후 물로 깨끗이 감아낸다.
","정제수,소듐C14-16올레핀설포네이트,소듐메틸코코일타우레이트,코카미도프로필베타인,글리세린,아크릴레이트코폴리머,메틸퍼플루오로아이소부틸에터,메틸퍼플루오로부틸에터,소듐코코일알라니네이트,코카마이드메틸엠이에이,폴리쿼터늄-6,피피지-3카프릴릴에터,다이카프릴릴에터,라우릴알코올,폴리쿼터늄-10,폴리쿼터늄-39,판테놀,살리실릭애씨드,카프릴릴글라이콜,나이아신아마이드,탄산수,검정콩추출물,바오밥나무씨추출물,프로판다이올,마카다미아씨오일,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,에탄올,블루플래그아이리스추출물,병풀추출물,편백잎추출물,부틸렌글라이콜,백미꽃추출물,금불초꽃추출물,영릉향추출물,바이오틴,소듐벤조에이트,벤조익애씨드,멘톨,향료,시트랄,리모넨,리날룰",https://daedamo.com/new/data/file/ingre/2105766459_6su73bUR_397a04ec156c8d061ce7599eae9ef18d600db4b0.png,500ml,"41,500원",,80%,80%,100%,K2646350517,  3달 전    ,," 앞머리 모발이식 13년전에 하고는 프로스카 띄엄띄엄 먹었는데, 정수리 광탈  시작.ㅠ.ㅠ
곧바로 미녹실딜 / 다모다트 진행했고, 1월에 요 샴푸 쿠팡인가에서 행사했을때, 사악한 가격 보고 그냥 속는다 치고 샀는데... 와놔. 이거는  엘땡 건강 닥터 사기꾼 , 태평레 뤼어 따위어 탈모이름조차 꺼내면 안되는 쓰레기와는 확실히 두피열 / 각질 / 비듬 개선요과 뚜렸함.
아시다시피 샴푸는 머리 나는거랑 직접적인 상관없음!
두피열도 사실 기분탓이지만, ..ㅎㅎ. 미녹실딜로 확장된 내 두피모낭을 쾌적한 환경으로 만들어주는거라 보면됨.
발포 기술? 요고 손등에 살짝 문질러 보면 무슨 매직 같음. 부글부글 공기방울이 커짐.ㅋㅋ 신기함.
여튼 비싸서, 딱 두번만 짜는데, 거품 장난 아님. 부글부글
그냥 속는셈 치고 한번씩들 써보삼.
나는 만족함. 좀만 더 할인해주삼. 그 스댕 용기 말고, 리필로 만들어서 가격 내려주삼. 그럼 세번 퍼핑하겠음.ㅋㅋㅋㅋ "," 스댕 용기 개 이쁘고 좋은데, 원가 너무 비싸서 내가 보기에는 가격이 높은 최대 원인인듯함.
요고, 19900원짜리 튜브로 만들어주삼.~ㅠ.ㅠ
그리고 좀 흐르면 굳는데, 요고.. 피같은 내돈 아까움.ㅠ.ㅠ
근데 장점이 다 커버함.          "
,,,,,,,,,,,100%,,,,lip8*****,  한 달 전    , 딥클린 탄산쿨링 샴푸라는 제품명처럼 진짜 머리 감을 때는 시원함과 청량감이 여태까지 써봤던 제품과는 완전히 다르고 좋습니다. 두피열이 내려간다는게 확실히 체감됩니다. 그리고 평소에 하루만 안 감아도 생기던 각질로 어깨 위에 비듬이 조금씩 내려앉았는데 지금은 그런게 전혀 없습니다. 모발 힘도 약해서 볼륨감이 부족했는데 지금은 모발 힘도 조금 살아난 느낌입니다.블랙포레 이 샴푸 강력 추천합니다!            ,,
,,,,,,,,,,,100%,,,,lika****,  한 달 전    , 엄청 시원합니다!또구매하겠습니다~~! 만족합니다^^      ,,
,,,,,,,,,,,100%,,,,mang******,  한 달 전    , 두피에 골고루 바르고 시간 좀 지나고 씻어내면 시원해지지만 그 효과가 오래가지는 않네요! 그래도 거품도 잘 나오고 냄새도 좋아서 일단 한두달 써봐야 알 것 같아요 잘 쓰겠습니다. ,,
,,,,,,,,,,,100%,,,,gene******,  한 달 전    , 시원한 탄산감이 일품인 샴푸 ,,
,,,,,,,,,,,100%,,,,phjj***,  한 달 전    , 뽀득거릴정도로 괜춘 지성피부다보니 피부가 기름이 흐르는데 확실히 세정력이 좋음 아직 한달이 안되어서 탈모완화는 모르겠지만 시원한 두피케어는 확실히 좋아요      ,,
,,,,,,,,,,,100%,,,,cact****,  한 달 전    , 더운 여름 시원하게 쓰기 좋네요 ,,
,,,,,,,,,,,100%,,,,ab****,  한 달 전    , 오래 쓰지는 않아서 아직은 잘 모르겠지만 머리감고 나면 두피가 시원한 느낌은 있어요. 꾸준히 써 보겠습니다. ,,
,,,,,,,,,,,100%,,,,a337*****,  한 달 전    , 배송빠르고 오늘 첨 써봤는데 시원하니 좋아요 ,,
,,,,,,,,,,,100%,,,,wjdc*******,  한 달 전    , 아주 만족합니다!나중에 또 필요하면 재구매할게요 ,,
,,,,,,,,,,,80%,,,,bard****,  한 달 전    , 썩 좋다고는 아직 못 느끼겠어요.      ,,
,,,,,,,,,,,100%,,,,skdl*****,  한 달 전    , 머리가 더 빠지네여.. ,,
,,,,,,,,,,,60%,,,,skdl*****,  한 달 전    , 머리가 더 빠지네여.. ,,
,,,,,,,,,,,100%,,,,todd****,  한 달 전    , 잘 사용하고 있네요~~~ ,,
,,,,,,,,,,,100%,,,,gaox******,  한 달 전    ," 시원하구 좋와요 , ",,
,,,,,,,,,,,100%,,,,vogu****,  한 달 전    , 파스 같은 향이 나긴한데 확실히 비듬이랑 머리카락빠짐이 줄었어요~      ,,
,,,,,,,,,,,100%,,,,slow************,  한 달 전    , 와 사은품 대박.. 제품 쓰기 전부터 기분 좋아요 사이즈보고 본품 잘못온줄. 잘 쓰겠습니다 ,,
,,,,,,,,,,,100%,,,,exam****,  한 달 전    , 거품잘나고 세정력도 좋아요      ,,
,,,,,,,,,,,,80%,80%,100%,머리가사라졌다,  한 달 전    ,, 샴푸 사용 해보니 너무 좋네요!! 완전 굿!!! 머리카락이 조금 뻣뻣해서 여자들은 트리트먼트 필수 이긴하지만 여름철에 쓰기 딱이네요!! 저희 신랑도 너무 시원하고 좋다고 하네요ㅋㅋ                                                                                                                  ,
,,,,,,,,,,,100%,,,,rpdf*****,  한 달 전    , 오래쓰면 두피 좀 자극있어요 참고하세요 ,,
,,,,,,,,,,,100%,,,,sant*******,  한 달 전    , 처음 구입해봤어요.잘 써볼게요^^ ,,
https://daedamo.com/ingre/27320?sca=탈모관련상품&overlaps=5,"
            블랙포레 두피 쿨&딥클린 탄산쿨링        ",962.0,탈모샴푸,블랙포레,애경산업,"미온수로 모발 및 두피를 충분히 적시고 제품의 적당량을 취하여 두피 및 모발에 가볍게 마사지하듯이 사용한 후 물로 깨끗이 감아낸다.
","정제수,소듐C14-16올레핀설포네이트,소듐메틸코코일타우레이트,코카미도프로필베타인,글리세린,아크릴레이트코폴리머,메틸퍼플루오로아이소부틸에터,메틸퍼플루오로부틸에터,소듐코코일알라니네이트,코카마이드메틸엠이에이,폴리쿼터늄-6,피피지-3카프릴릴에터,다이카프릴릴에터,라우릴알코올,폴리쿼터늄-10,폴리쿼터늄-39,판테놀,살리실릭애씨드,카프릴릴글라이콜,나이아신아마이드,탄산수,검정콩추출물,바오밥나무씨추출물,프로판다이올,마카다미아씨오일,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,에탄올,블루플래그아이리스추출물,병풀추출물,편백잎추출물,부틸렌글라이콜,백미꽃추출물,금불초꽃추출물,영릉향추출물,바이오틴,소듐벤조에이트,벤조익애씨드,멘톨,향료,시트랄,리모넨,리날룰",https://daedamo.com/new/data/file/ingre/2105766459_6su73bUR_397a04ec156c8d061ce7599eae9ef18d600db4b0.png,500ml,"41,500원",,80%,80%,100%,K2646350517,  3달 전    ,," 앞머리 모발이식 13년전에 하고는 프로스카 띄엄띄엄 먹었는데, 정수리 광탈  시작.ㅠ.ㅠ
곧바로 미녹실딜 / 다모다트 진행했고, 1월에 요 샴푸 쿠팡인가에서 행사했을때, 사악한 가격 보고 그냥 속는다 치고 샀는데... 와놔. 이거는  엘땡 건강 닥터 사기꾼 , 태평레 뤼어 따위어 탈모이름조차 꺼내면 안되는 쓰레기와는 확실히 두피열 / 각질 / 비듬 개선요과 뚜렸함.
아시다시피 샴푸는 머리 나는거랑 직접적인 상관없음!
두피열도 사실 기분탓이지만, ..ㅎㅎ. 미녹실딜로 확장된 내 두피모낭을 쾌적한 환경으로 만들어주는거라 보면됨.
발포 기술? 요고 손등에 살짝 문질러 보면 무슨 매직 같음. 부글부글 공기방울이 커짐.ㅋㅋ 신기함.
여튼 비싸서, 딱 두번만 짜는데, 거품 장난 아님. 부글부글
그냥 속는셈 치고 한번씩들 써보삼.
나는 만족함. 좀만 더 할인해주삼. 그 스댕 용기 말고, 리필로 만들어서 가격 내려주삼. 그럼 세번 퍼핑하겠음.ㅋㅋㅋㅋ "," 스댕 용기 개 이쁘고 좋은데, 원가 너무 비싸서 내가 보기에는 가격이 높은 최대 원인인듯함.
요고, 19900원짜리 튜브로 만들어주삼.~ㅠ.ㅠ
그리고 좀 흐르면 굳는데, 요고.. 피같은 내돈 아까움.ㅠ.ㅠ
근데 장점이 다 커버함.          "
,,,,,,,,,,,100%,,,,lip8*****,  한 달 전    , 딥클린 탄산쿨링 샴푸라는 제품명처럼 진짜 머리 감을 때는 시원함과 청량감이 여태까지 써봤던 제품과는 완전히 다르고 좋습니다. 두피열이 내려간다는게 확실히 체감됩니다. 그리고 평소에 하루만 안 감아도 생기던 각질로 어깨 위에 비듬이 조금씩 내려앉았는데 지금은 그런게 전혀 없습니다. 모발 힘도 약해서 볼륨감이 부족했는데 지금은 모발 힘도 조금 살아난 느낌입니다.블랙포레 이 샴푸 강력 추천합니다!            ,,
,,,,,,,,,,,100%,,,,lika****,  한 달 전    , 엄청 시원합니다!또구매하겠습니다~~! 만족합니다^^      ,,
,,,,,,,,,,,100%,,,,mang******,  한 달 전    , 두피에 골고루 바르고 시간 좀 지나고 씻어내면 시원해지지만 그 효과가 오래가지는 않네요! 그래도 거품도 잘 나오고 냄새도 좋아서 일단 한두달 써봐야 알 것 같아요 잘 쓰겠습니다. ,,
,,,,,,,,,,,100%,,,,gene******,  한 달 전    , 시원한 탄산감이 일품인 샴푸 ,,
,,,,,,,,,,,100%,,,,phjj***,  한 달 전    , 뽀득거릴정도로 괜춘 지성피부다보니 피부가 기름이 흐르는데 확실히 세정력이 좋음 아직 한달이 안되어서 탈모완화는 모르겠지만 시원한 두피케어는 확실히 좋아요      ,,
,,,,,,,,,,,100%,,,,cact****,  한 달 전    , 더운 여름 시원하게 쓰기 좋네요 ,,
,,,,,,,,,,,100%,,,,ab****,  한 달 전    , 오래 쓰지는 않아서 아직은 잘 모르겠지만 머리감고 나면 두피가 시원한 느낌은 있어요. 꾸준히 써 보겠습니다. ,,
,,,,,,,,,,,100%,,,,a337*****,  한 달 전    , 배송빠르고 오늘 첨 써봤는데 시원하니 좋아요 ,,
,,,,,,,,,,,100%,,,,wjdc*******,  한 달 전    , 아주 만족합니다!나중에 또 필요하면 재구매할게요 ,,
,,,,,,,,,,,80%,,,,bard****,  한 달 전    , 썩 좋다고는 아직 못 느끼겠어요.      ,,
,,,,,,,,,,,100%,,,,skdl*****,  한 달 전    , 머리가 더 빠지네여.. ,,
,,,,,,,,,,,60%,,,,skdl*****,  한 달 전    , 머리가 더 빠지네여.. ,,
,,,,,,,,,,,100%,,,,todd****,  한 달 전    , 잘 사용하고 있네요~~~ ,,
,,,,,,,,,,,100%,,,,gaox******,  한 달 전    ," 시원하구 좋와요 , ",,
,,,,,,,,,,,100%,,,,vogu****,  한 달 전    , 파스 같은 향이 나긴한데 확실히 비듬이랑 머리카락빠짐이 줄었어요~      ,,
,,,,,,,,,,,100%,,,,slow************,  한 달 전    , 와 사은품 대박.. 제품 쓰기 전부터 기분 좋아요 사이즈보고 본품 잘못온줄. 잘 쓰겠습니다 ,,
,,,,,,,,,,,100%,,,,exam****,  한 달 전    , 거품잘나고 세정력도 좋아요      ,,
,,,,,,,,,,,,80%,80%,100%,머리가사라졌다,  한 달 전    ,, 샴푸 사용 해보니 너무 좋네요!! 완전 굿!!! 머리카락이 조금 뻣뻣해서 여자들은 트리트먼트 필수 이긴하지만 여름철에 쓰기 딱이네요!! 저희 신랑도 너무 시원하고 좋다고 하네요ㅋㅋ                                                                                                                  ,
,,,,,,,,,,,100%,,,,rpdf*****,  한 달 전    , 오래쓰면 두피 좀 자극있어요 참고하세요 ,,
,,,,,,,,,,,100%,,,,sant*******,  한 달 전    , 처음 구입해봤어요.잘 써볼게요^^ ,,
https://daedamo.com/ingre/27320?sca=탈모관련상품&overlaps=5,"
            블랙포레 두피 쿨&딥클린 탄산쿨링        ",962.0,탈모샴푸,블랙포레,애경산업,"미온수로 모발 및 두피를 충분히 적시고 제품의 적당량을 취하여 두피 및 모발에 가볍게 마사지하듯이 사용한 후 물로 깨끗이 감아낸다.
","정제수,소듐C14-16올레핀설포네이트,소듐메틸코코일타우레이트,코카미도프로필베타인,글리세린,아크릴레이트코폴리머,메틸퍼플루오로아이소부틸에터,메틸퍼플루오로부틸에터,소듐코코일알라니네이트,코카마이드메틸엠이에이,폴리쿼터늄-6,피피지-3카프릴릴에터,다이카프릴릴에터,라우릴알코올,폴리쿼터늄-10,폴리쿼터늄-39,판테놀,살리실릭애씨드,카프릴릴글라이콜,나이아신아마이드,탄산수,검정콩추출물,바오밥나무씨추출물,프로판다이올,마카다미아씨오일,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,소듐하이알루로네이트,에탄올,블루플래그아이리스추출물,병풀추출물,편백잎추출물,부틸렌글라이콜,백미꽃추출물,금불초꽃추출물,영릉향추출물,바이오틴,소듐벤조에이트,벤조익애씨드,멘톨,향료,시트랄,리모넨,리날룰",https://daedamo.com/new/data/file/ingre/2105766459_6su73bUR_397a04ec156c8d061ce7599eae9ef18d600db4b0.png,500ml,"41,500원",,80%,80%,100%,K2646350517,  3달 전    ,," 앞머리 모발이식 13년전에 하고는 프로스카 띄엄띄엄 먹었는데, 정수리 광탈  시작.ㅠ.ㅠ
곧바로 미녹실딜 / 다모다트 진행했고, 1월에 요 샴푸 쿠팡인가에서 행사했을때, 사악한 가격 보고 그냥 속는다 치고 샀는데... 와놔. 이거는  엘땡 건강 닥터 사기꾼 , 태평레 뤼어 따위어 탈모이름조차 꺼내면 안되는 쓰레기와는 확실히 두피열 / 각질 / 비듬 개선요과 뚜렸함.
아시다시피 샴푸는 머리 나는거랑 직접적인 상관없음!
두피열도 사실 기분탓이지만, ..ㅎㅎ. 미녹실딜로 확장된 내 두피모낭을 쾌적한 환경으로 만들어주는거라 보면됨.
발포 기술? 요고 손등에 살짝 문질러 보면 무슨 매직 같음. 부글부글 공기방울이 커짐.ㅋㅋ 신기함.
여튼 비싸서, 딱 두번만 짜는데, 거품 장난 아님. 부글부글
그냥 속는셈 치고 한번씩들 써보삼.
나는 만족함. 좀만 더 할인해주삼. 그 스댕 용기 말고, 리필로 만들어서 가격 내려주삼. 그럼 세번 퍼핑하겠음.ㅋㅋㅋㅋ "," 스댕 용기 개 이쁘고 좋은데, 원가 너무 비싸서 내가 보기에는 가격이 높은 최대 원인인듯함.
요고, 19900원짜리 튜브로 만들어주삼.~ㅠ.ㅠ
그리고 좀 흐르면 굳는데, 요고.. 피같은 내돈 아까움.ㅠ.ㅠ
근데 장점이 다 커버함.          "
